['', 'Yizeng Li', 'Update documentation']
['Ho TIng Lok', 'Sareh', "Merge branch 'latest' into Bump3rdPartyDeps"]
['Silpa', 'Fahad', "Merge branch 'latest' into Bump3rdPartyDeps"]
['Silpa', 'Amy Walker', "Merge branch 'latest' into Bump3rdPartyDeps"]
['Silpa', 'Ho TIng Lok', "Merge branch 'latest' into Bump3rdPartyDeps"]
['Silpa', 'Sareh', "Merge branch 'latest' into Bump3rdPartyDeps"]
['Fahad', 'Amy Walker', "Merge branch 'latest' into Bump3rdPartyDeps"]
['Fahad', 'Ho TIng Lok', "Merge branch 'latest' into Bump3rdPartyDeps"]
['Fahad', 'Sareh', "Merge branch 'latest' into Bump3rdPartyDeps"]
['Amy Walker', 'Ho TIng Lok', "Merge branch 'latest' into Bump3rdPartyDeps"]
['Amy Walker', 'Sareh', "Merge branch 'latest' into Bump3rdPartyDeps"]
['Ho TIng Lok', 'Sareh', "Merge branch 'latest' into Bump3rdPartyDeps"]
['Christian', 'Hoa Nguyen', "Merge branch 'newResv2' of https://github.com/cmpe165spring2019/ReactApp into newResv2"]
['Holamide20', 'Chinazomfoster', 'Merge pull request #1 from jemimaabu/master\n\nInitial commit']
['Holamide20', 'omowunmie', 'Merge pull request #1 from jemimaabu/master\n\nInitial commit']
['Holamide20', 'kemiidowu', 'Merge pull request #1 from jemimaabu/master\n\nInitial commit']
['Holamide20', 'joyigbo', 'Merge pull request #1 from jemimaabu/master\n\nInitial commit']
['Holamide20', 'datrippleM', 'Merge pull request #1 from jemimaabu/master\n\nInitial commit']
['Holamide20', 'SumayyahAjani', 'Merge pull request #1 from jemimaabu/master\n\nInitial commit']
['Holamide20', 'oreofejesu', 'Merge pull request #1 from jemimaabu/master\n\nInitial commit']
['Chinazomfoster', 'omowunmie', 'Merge pull request #1 from jemimaabu/master\n\nInitial commit']
['Chinazomfoster', 'kemiidowu', 'Merge pull request #1 from jemimaabu/master\n\nInitial commit']
['Chinazomfoster', 'joyigbo', 'Merge pull request #1 from jemimaabu/master\n\nInitial commit']
['Chinazomfoster', 'datrippleM', 'Merge pull request #1 from jemimaabu/master\n\nInitial commit']
['Chinazomfoster', 'SumayyahAjani', 'Merge pull request #1 from jemimaabu/master\n\nInitial commit']
['Chinazomfoster', 'oreofejesu', 'Merge pull request #1 from jemimaabu/master\n\nInitial commit']
['omowunmie', 'kemiidowu', 'Merge pull request #1 from jemimaabu/master\n\nInitial commit']
['omowunmie', 'joyigbo', 'Merge pull request #1 from jemimaabu/master\n\nInitial commit']
['omowunmie', 'datrippleM', 'Merge pull request #1 from jemimaabu/master\n\nInitial commit']
['omowunmie', 'SumayyahAjani', 'Merge pull request #1 from jemimaabu/master\n\nInitial commit']
['omowunmie', 'oreofejesu', 'Merge pull request #1 from jemimaabu/master\n\nInitial commit']
['kemiidowu', 'joyigbo', 'Merge pull request #1 from jemimaabu/master\n\nInitial commit']
['kemiidowu', 'datrippleM', 'Merge pull request #1 from jemimaabu/master\n\nInitial commit']
['kemiidowu', 'SumayyahAjani', 'Merge pull request #1 from jemimaabu/master\n\nInitial commit']
['kemiidowu', 'oreofejesu', 'Merge pull request #1 from jemimaabu/master\n\nInitial commit']
['joyigbo', 'datrippleM', 'Merge pull request #1 from jemimaabu/master\n\nInitial commit']
['joyigbo', 'SumayyahAjani', 'Merge pull request #1 from jemimaabu/master\n\nInitial commit']
['joyigbo', 'oreofejesu', 'Merge pull request #1 from jemimaabu/master\n\nInitial commit']
['datrippleM', 'SumayyahAjani', 'Merge pull request #1 from jemimaabu/master\n\nInitial commit']
['datrippleM', 'oreofejesu', 'Merge pull request #1 from jemimaabu/master\n\nInitial commit']
['SumayyahAjani', 'oreofejesu', 'Merge pull request #1 from jemimaabu/master\n\nInitial commit']
['Chinazomfoster', 'datrippleM', 'Update index.html']
['Chinazomfoster', 'Holamide20', 'Update index.html']
['Chinazomfoster', 'kemiidowu', 'Update index.html']
['Chinazomfoster', 'omowunmie', 'Update index.html']
['Chinazomfoster', 'datrippleM', 'Update index.html']
['Chinazomfoster', 'joyigbo', 'Update index.html']
['Chinazomfoster', 'SumayyahAjani', 'Update index.html']
['Chinazomfoster', 'oreofejesu', 'Update index.html']
['datrippleM', 'Holamide20', 'Update index.html']
['datrippleM', 'kemiidowu', 'Update index.html']
['datrippleM', 'omowunmie', 'Update index.html']
['datrippleM', 'joyigbo', 'Update index.html']
['datrippleM', 'SumayyahAjani', 'Update index.html']
['datrippleM', 'oreofejesu', 'Update index.html']
['Holamide20', 'kemiidowu', 'Update index.html']
['Holamide20', 'omowunmie', 'Update index.html']
['Holamide20', 'datrippleM', 'Update index.html']
['Holamide20', 'joyigbo', 'Update index.html']
['Holamide20', 'SumayyahAjani', 'Update index.html']
['Holamide20', 'oreofejesu', 'Update index.html']
['kemiidowu', 'omowunmie', 'Update index.html']
['kemiidowu', 'datrippleM', 'Update index.html']
['kemiidowu', 'joyigbo', 'Update index.html']
['kemiidowu', 'SumayyahAjani', 'Update index.html']
['kemiidowu', 'oreofejesu', 'Update index.html']
['omowunmie', 'datrippleM', 'Update index.html']
['omowunmie', 'joyigbo', 'Update index.html']
['omowunmie', 'SumayyahAjani', 'Update index.html']
['omowunmie', 'oreofejesu', 'Update index.html']
['datrippleM', 'joyigbo', 'Update index.html']
['datrippleM', 'SumayyahAjani', 'Update index.html']
['datrippleM', 'oreofejesu', 'Update index.html']
['joyigbo', 'SumayyahAjani', 'Update index.html']
['joyigbo', 'oreofejesu', 'Update index.html']
['SumayyahAjani', 'oreofejesu', 'Update index.html']
['joyigbo', 'Holamide20', "Merge branch 'master' into master"]
['joyigbo', 'kemiidowu', "Merge branch 'master' into master"]
['Holamide20', 'kemiidowu', "Merge branch 'master' into master"]
['HongbinZheng', 'Sandro Sallenbach', 'Update README.md']
['HongbinZheng', 'Sandro Sallenbach', 'Update README.md']
['HongbinZheng', 'Sandro Sallenbach', 'Update README.md']
['HongbinZheng', 'Sandro Sallenbach', 'Update README.md']
['HongbinZheng', 'Sandro Sallenbach', 'Update README.md']
['HongbinZheng', 'Sandro Sallenbach', 'Update README.md']
['Hongju', 'Lisandro', 'Update desktop-trusted-third-party-connectors.md']
['Hongyiel', 'Kwanghyuk Kim', 'Update itemData.json']
['Hongyiel', 'Kwanghyuk Kim', 'Update itemData.json']
['Hoorooroob', 'Single-Minded Developer', 'Update _config.yml']
['Hoorooroob', 'Single-Minded Developer', 'Update _config.yml']
['Hoorooroob', 'Single-Minded Developer', 'Update _config.yml']
['Horrypotter', 'LinkeyLeo', 'Update README.md']
['Horrypotter', 'Microsoft Workers', 'Update README.md']
['Horrypotter', 'Microsoft Workers', 'Update README.md']
['LinkeyLeo', 'Microsoft Workers', 'Update README.md']
['LinkeyLeo', 'Microsoft Workers', 'Update README.md']
['Houda EL AJI', 'Samuel', "Merge branch 'tmp.samuel' into tmp.Houda"]
['Houda EL AJI', 'Samuel', "Merge branch 'tmp.samuel' into tmp.Houda"]
['Houda EL AJI', 'Samuel', "Merge branch 'tmp.samuel' into tmp.Houda"]
['Houda EL AJI', 'Samuel', "Merge branch 'tmp.samuel' into tmp.Houda"]
['Hrant P. Hratchian', 'Lee Thompson', "Merge branch 'master' of github.com:MQCPack/mqcPack"]
['Hrant P. Hratchian', 'Lee Thompson', "Merge branch 'master' of github.com:MQCPack/mqcPack"]
['Simeon Simeonoff', 'Zdravko Kolev', "Merge branch 'master' into fix-826-migration-master"]
['Hristo Iliev', "Salvatore D'Angelo", 'Update README.md']
['Leo Kumagai', 'Simona Paulauskaite', "Merge branch 'develop' of https://github.com/functionOverlord/eventsoc into develop"]
['Hugo Stephan', 'Tony4469', "Merge branch 'dev' of https://github.com/Tony4469/karfur into dev"]
['Fernando Blat', 'Hugoren Martinako', "Merge branch 'master' into 2382-project-page-front-2"]
['Hugos29', 'hugo-s29', "Merge branch 'master' into feature/components-and-testing"]
['GBC Pier', 'Hunter Fraser', 'no message']
['HunterJkavanagh', 'Hunter kavanagh', 'update']
['HunterJkavanagh', 'Hunter kavanagh', 'update']
['HunterJkavanagh', 'Hunter kavanagh', 'update']
['HunterJkavanagh', 'Hunter kavanagh', 'update']
['HunterJkavanagh', 'Hunter kavanagh', 'update']
['HunterJkavanagh', 'Hunter kavanagh', 'update']
['StormLaw', 'Forky', "Merge branch 'master' of https://github.com/Huskyez/YogscastGameJam2019"]
['Kevin Schiffer', 'Bogdans Afonins', 'doc: Update changelog']
['Hyunjooleeee', 'Hyunjooleee', 'hyunjoo']
['Hyunjooleeee', 'Hyunjooleee', 'hyunjoo']
['Håkan Arnoldson', 'KrisGalcz', "Merge branch 'master' into fvn.no"]
['Håkan Arnoldson', 'monzta', "Merge branch 'master' into norran.se"]
['Håkan Arnoldson', 'monzta', "Merge branch 'master' into vk.se"]
['Jeffrey Davidsz', 'JeffreyDavidsz', "Merge branch 'master' of https://github.com/bitfocus/companion"]
['Vasiliy Vanchuk', 'Alexey Pyltsyn', 'Update static-type-checking.md']
['Ana Carolina Vasconcelos', 'Anna Beatriz Lucena Lira', 'Update contributors.json']
['Ana Carolina Vasconcelos', 'Rick Ramalho', 'Update contributors.json']
['Ana Carolina Vasconcelos', 'Marcos Silva', 'Update contributors.json']
['Ana Carolina Vasconcelos', 'Gabriel Mareco Batista de Souto', 'Update contributors.json']
['Ana Carolina Vasconcelos', 'Sheila Paiva', 'Update contributors.json']
['Ana Carolina Vasconcelos', 'Wellisson Gomes', 'Update contributors.json']
['Ana Carolina Vasconcelos', 'Ruan Gomes', 'Update contributors.json']
['Ana Carolina Vasconcelos', 'Caetano Albuquerque', 'Update contributors.json']
['Ana Carolina Vasconcelos', 'lulnetto', 'Update contributors.json']
['Anna Beatriz Lucena Lira', 'Rick Ramalho', 'Update contributors.json']
['Anna Beatriz Lucena Lira', 'Marcos Silva', 'Update contributors.json']
['Anna Beatriz Lucena Lira', 'Gabriel Mareco Batista de Souto', 'Update contributors.json']
['Anna Beatriz Lucena Lira', 'Sheila Paiva', 'Update contributors.json']
['Anna Beatriz Lucena Lira', 'Wellisson Gomes', 'Update contributors.json']
['Anna Beatriz Lucena Lira', 'Ruan Gomes', 'Update contributors.json']
['Anna Beatriz Lucena Lira', 'Caetano Albuquerque', 'Update contributors.json']
['Anna Beatriz Lucena Lira', 'lulnetto', 'Update contributors.json']
['Rick Ramalho', 'Marcos Silva', 'Update contributors.json']
['Rick Ramalho', 'Gabriel Mareco Batista de Souto', 'Update contributors.json']
['Rick Ramalho', 'Sheila Paiva', 'Update contributors.json']
['Rick Ramalho', 'Wellisson Gomes', 'Update contributors.json']
['Rick Ramalho', 'Ruan Gomes', 'Update contributors.json']
['Rick Ramalho', 'Caetano Albuquerque', 'Update contributors.json']
['Rick Ramalho', 'lulnetto', 'Update contributors.json']
['Marcos Silva', 'Gabriel Mareco Batista de Souto', 'Update contributors.json']
['Marcos Silva', 'Sheila Paiva', 'Update contributors.json']
['Marcos Silva', 'Wellisson Gomes', 'Update contributors.json']
['Marcos Silva', 'Ruan Gomes', 'Update contributors.json']
['Marcos Silva', 'Caetano Albuquerque', 'Update contributors.json']
['Marcos Silva', 'lulnetto', 'Update contributors.json']
['Gabriel Mareco Batista de Souto', 'Sheila Paiva', 'Update contributors.json']
['Gabriel Mareco Batista de Souto', 'Wellisson Gomes', 'Update contributors.json']
['Gabriel Mareco Batista de Souto', 'Ruan Gomes', 'Update contributors.json']
['Gabriel Mareco Batista de Souto', 'Caetano Albuquerque', 'Update contributors.json']
['Gabriel Mareco Batista de Souto', 'lulnetto', 'Update contributors.json']
['Sheila Paiva', 'Wellisson Gomes', 'Update contributors.json']
['Sheila Paiva', 'Ruan Gomes', 'Update contributors.json']
['Sheila Paiva', 'Caetano Albuquerque', 'Update contributors.json']
['Sheila Paiva', 'lulnetto', 'Update contributors.json']
['Wellisson Gomes', 'Ruan Gomes', 'Update contributors.json']
['Wellisson Gomes', 'Caetano Albuquerque', 'Update contributors.json']
['Wellisson Gomes', 'lulnetto', 'Update contributors.json']
['Ruan Gomes', 'Caetano Albuquerque', 'Update contributors.json']
['Ruan Gomes', 'lulnetto', 'Update contributors.json']
['Caetano Albuquerque', 'lulnetto', 'Update contributors.json']
['Leonardo Veiga', 'Dayvid Daniel', 'Update contributors.json']
['Leonardo Veiga', 'Pedro Siqueira', 'Update contributors.json']
['Leonardo Veiga', 'Arthur Guedes', 'Update contributors.json']
['Leonardo Veiga', 'Rodrigo Eloy Cavalcanti', 'Update contributors.json']
['Leonardo Veiga', 'Ana Beatriz Truta', 'Update contributors.json']
['Leonardo Veiga', 'Andrielly Lucena', 'Update contributors.json']
['Leonardo Veiga', 'helenbc', 'Update contributors.json']
['Leonardo Veiga', 'Eduardoccufcg', 'Update contributors.json']
['Leonardo Veiga', 'Antonio Bertino de Vasconcelos Cabral Neto', 'Update contributors.json']
['Leonardo Veiga', 'natalia-sa', 'Update contributors.json']
['Leonardo Veiga', 'Matheus Santana', 'Update contributors.json']
['Leonardo Veiga', 'mxlysb', 'Update contributors.json']
['Leonardo Veiga', 'izabri', 'Update contributors.json']
['Leonardo Veiga', 'thiagondl', 'Update contributors.json']
['Leonardo Veiga', 'Rick Ramalho', 'Update contributors.json']
['Dayvid Daniel', 'Pedro Siqueira', 'Update contributors.json']
['Dayvid Daniel', 'Arthur Guedes', 'Update contributors.json']
['Dayvid Daniel', 'Rodrigo Eloy Cavalcanti', 'Update contributors.json']
['Dayvid Daniel', 'Ana Beatriz Truta', 'Update contributors.json']
['Dayvid Daniel', 'Andrielly Lucena', 'Update contributors.json']
['Dayvid Daniel', 'helenbc', 'Update contributors.json']
['Dayvid Daniel', 'Eduardoccufcg', 'Update contributors.json']
['Dayvid Daniel', 'Antonio Bertino de Vasconcelos Cabral Neto', 'Update contributors.json']
['Dayvid Daniel', 'natalia-sa', 'Update contributors.json']
['Dayvid Daniel', 'Matheus Santana', 'Update contributors.json']
['Dayvid Daniel', 'mxlysb', 'Update contributors.json']
['Dayvid Daniel', 'izabri', 'Update contributors.json']
['Dayvid Daniel', 'thiagondl', 'Update contributors.json']
['Dayvid Daniel', 'Rick Ramalho', 'Update contributors.json']
['Pedro Siqueira', 'Arthur Guedes', 'Update contributors.json']
['Pedro Siqueira', 'Rodrigo Eloy Cavalcanti', 'Update contributors.json']
['Pedro Siqueira', 'Ana Beatriz Truta', 'Update contributors.json']
['Pedro Siqueira', 'Andrielly Lucena', 'Update contributors.json']
['Pedro Siqueira', 'helenbc', 'Update contributors.json']
['Pedro Siqueira', 'Eduardoccufcg', 'Update contributors.json']
['Pedro Siqueira', 'Antonio Bertino de Vasconcelos Cabral Neto', 'Update contributors.json']
['Pedro Siqueira', 'natalia-sa', 'Update contributors.json']
['Pedro Siqueira', 'Matheus Santana', 'Update contributors.json']
['Pedro Siqueira', 'mxlysb', 'Update contributors.json']
['Pedro Siqueira', 'izabri', 'Update contributors.json']
['Pedro Siqueira', 'thiagondl', 'Update contributors.json']
['Pedro Siqueira', 'Rick Ramalho', 'Update contributors.json']
['Arthur Guedes', 'Rodrigo Eloy Cavalcanti', 'Update contributors.json']
['Arthur Guedes', 'Ana Beatriz Truta', 'Update contributors.json']
['Arthur Guedes', 'Andrielly Lucena', 'Update contributors.json']
['Arthur Guedes', 'helenbc', 'Update contributors.json']
['Arthur Guedes', 'Eduardoccufcg', 'Update contributors.json']
['Arthur Guedes', 'Antonio Bertino de Vasconcelos Cabral Neto', 'Update contributors.json']
['Arthur Guedes', 'natalia-sa', 'Update contributors.json']
['Arthur Guedes', 'Matheus Santana', 'Update contributors.json']
['Arthur Guedes', 'mxlysb', 'Update contributors.json']
['Arthur Guedes', 'izabri', 'Update contributors.json']
['Arthur Guedes', 'thiagondl', 'Update contributors.json']
['Arthur Guedes', 'Rick Ramalho', 'Update contributors.json']
['Rodrigo Eloy Cavalcanti', 'Ana Beatriz Truta', 'Update contributors.json']
['Rodrigo Eloy Cavalcanti', 'Andrielly Lucena', 'Update contributors.json']
['Rodrigo Eloy Cavalcanti', 'helenbc', 'Update contributors.json']
['Rodrigo Eloy Cavalcanti', 'Eduardoccufcg', 'Update contributors.json']
['Rodrigo Eloy Cavalcanti', 'Antonio Bertino de Vasconcelos Cabral Neto', 'Update contributors.json']
['Rodrigo Eloy Cavalcanti', 'natalia-sa', 'Update contributors.json']
['Rodrigo Eloy Cavalcanti', 'Matheus Santana', 'Update contributors.json']
['Rodrigo Eloy Cavalcanti', 'mxlysb', 'Update contributors.json']
['Rodrigo Eloy Cavalcanti', 'izabri', 'Update contributors.json']
['Rodrigo Eloy Cavalcanti', 'thiagondl', 'Update contributors.json']
['Rodrigo Eloy Cavalcanti', 'Rick Ramalho', 'Update contributors.json']
['Ana Beatriz Truta', 'Andrielly Lucena', 'Update contributors.json']
['Ana Beatriz Truta', 'helenbc', 'Update contributors.json']
['Ana Beatriz Truta', 'Eduardoccufcg', 'Update contributors.json']
['Ana Beatriz Truta', 'Antonio Bertino de Vasconcelos Cabral Neto', 'Update contributors.json']
['Ana Beatriz Truta', 'natalia-sa', 'Update contributors.json']
['Ana Beatriz Truta', 'Matheus Santana', 'Update contributors.json']
['Ana Beatriz Truta', 'mxlysb', 'Update contributors.json']
['Ana Beatriz Truta', 'izabri', 'Update contributors.json']
['Ana Beatriz Truta', 'thiagondl', 'Update contributors.json']
['Ana Beatriz Truta', 'Rick Ramalho', 'Update contributors.json']
['Andrielly Lucena', 'helenbc', 'Update contributors.json']
['Andrielly Lucena', 'Eduardoccufcg', 'Update contributors.json']
['Andrielly Lucena', 'Antonio Bertino de Vasconcelos Cabral Neto', 'Update contributors.json']
['Andrielly Lucena', 'natalia-sa', 'Update contributors.json']
['Andrielly Lucena', 'Matheus Santana', 'Update contributors.json']
['Andrielly Lucena', 'mxlysb', 'Update contributors.json']
['Andrielly Lucena', 'izabri', 'Update contributors.json']
['Andrielly Lucena', 'thiagondl', 'Update contributors.json']
['Andrielly Lucena', 'Rick Ramalho', 'Update contributors.json']
['helenbc', 'Eduardoccufcg', 'Update contributors.json']
['helenbc', 'Antonio Bertino de Vasconcelos Cabral Neto', 'Update contributors.json']
['helenbc', 'natalia-sa', 'Update contributors.json']
['helenbc', 'Matheus Santana', 'Update contributors.json']
['helenbc', 'mxlysb', 'Update contributors.json']
['helenbc', 'izabri', 'Update contributors.json']
['helenbc', 'thiagondl', 'Update contributors.json']
['helenbc', 'Rick Ramalho', 'Update contributors.json']
['Eduardoccufcg', 'Antonio Bertino de Vasconcelos Cabral Neto', 'Update contributors.json']
['Eduardoccufcg', 'natalia-sa', 'Update contributors.json']
['Eduardoccufcg', 'Matheus Santana', 'Update contributors.json']
['Eduardoccufcg', 'mxlysb', 'Update contributors.json']
['Eduardoccufcg', 'izabri', 'Update contributors.json']
['Eduardoccufcg', 'thiagondl', 'Update contributors.json']
['Eduardoccufcg', 'Rick Ramalho', 'Update contributors.json']
['Antonio Bertino de Vasconcelos Cabral Neto', 'natalia-sa', 'Update contributors.json']
['Antonio Bertino de Vasconcelos Cabral Neto', 'Matheus Santana', 'Update contributors.json']
['Antonio Bertino de Vasconcelos Cabral Neto', 'mxlysb', 'Update contributors.json']
['Antonio Bertino de Vasconcelos Cabral Neto', 'izabri', 'Update contributors.json']
['Antonio Bertino de Vasconcelos Cabral Neto', 'thiagondl', 'Update contributors.json']
['Antonio Bertino de Vasconcelos Cabral Neto', 'Rick Ramalho', 'Update contributors.json']
['natalia-sa', 'Matheus Santana', 'Update contributors.json']
['natalia-sa', 'mxlysb', 'Update contributors.json']
['natalia-sa', 'izabri', 'Update contributors.json']
['natalia-sa', 'thiagondl', 'Update contributors.json']
['natalia-sa', 'Rick Ramalho', 'Update contributors.json']
['Matheus Santana', 'mxlysb', 'Update contributors.json']
['Matheus Santana', 'izabri', 'Update contributors.json']
['Matheus Santana', 'thiagondl', 'Update contributors.json']
['Matheus Santana', 'Rick Ramalho', 'Update contributors.json']
['mxlysb', 'izabri', 'Update contributors.json']
